cluster	ORF	gene_name
transcription from RNA polymerase II promoter	YJL103C	GSM1
transcription from RNA polymerase II promoter	YJL115W	ASF1
transcription from RNA polymerase II promoter	YJL140W	RPB4
transcription from RNA polymerase II promoter	YJL176C	SWI3
transcription from RNA polymerase II promoter	YJR060W	CBF1
transcription from RNA polymerase II promoter	YJR094C	IME1
transcription from RNA polymerase II promoter	YJR119C	JHD2
transcription from RNA polymerase II promoter	YJR140C	HIR3
transcription from RNA polymerase II promoter	YKL005C	BYE1
transcription from RNA polymerase II promoter	YKL020C	SPT23
transcription from RNA polymerase II promoter	YKL032C	IXR1
transcription from RNA polymerase II promoter	YKL109W	HAP4
transcription from RNA polymerase II promoter	YKL110C	KTI12
transcription from RNA polymerase II promoter	YKL139W	CTK1
transcription from RNA polymerase II promoter	YKL160W	ELF1
transcription from RNA polymerase II promoter	YKL185W	ASH1
transcription from RNA polymerase II promoter	YKR048C	NAP1
transcription from RNA polymerase II promoter	YKR082W	NUP133
transcription from RNA polymerase II promoter	YKR095W	MLP1
transcription from RNA polymerase II promoter	YKR099W	BAS1
transcription from RNA polymerase II promoter	YLL002W	RTT109
transcription from RNA polymerase II promoter	YLR055C	SPT8
transcription from RNA polymerase II promoter	YLR113W	HOG1
transcription from RNA polymerase II promoter	YLR131C	ACE2
transcription from RNA polymerase II promoter	YLR182W	SWI6
transcription from RNA polymerase II promoter	YLR418C	CDC73
transcription from RNA polymerase II promoter	YML007W	YAP1
transcription from RNA polymerase II promoter	YML051W	GAL80
transcription from RNA polymerase II promoter	YML062C	MFT1
transcription from RNA polymerase II promoter	YML094W	GIM5
transcription from RNA polymerase II promoter	YMR039C	SUB1
transcription from RNA polymerase II promoter	YMR042W	ARG80
transcription from RNA polymerase II promoter	YMR070W	MOT3
transcription from RNA polymerase II promoter	YMR075W	RCO1
transcription from RNA polymerase II promoter	YMR172W	HOT1
transcription from RNA polymerase II promoter	YMR179W	SPT21
transcription from RNA polymerase II promoter	YMR263W	SAP30
transcription from RNA polymerase II promoter	YMR280C	CAT8
transcription from RNA polymerase II promoter	YMR312W	ELP6
transcription from RNA polymerase II promoter	YNL021W	HDA1
transcription from RNA polymerase II promoter	YNL025C	SSN8
transcription from RNA polymerase II promoter	YNL027W	CRZ1
transcription from RNA polymerase II promoter	YNL068C	FKH2
transcription from RNA polymerase II promoter	YNL076W	MKS1
transcription from RNA polymerase II promoter	YNL097C	PHO23
transcription from RNA polymerase II promoter	YNL136W	EAF7
transcription from RNA polymerase II promoter	YNL153C	GIM3
transcription from RNA polymerase II promoter	YNL167C	SKO1
transcription from RNA polymerase II promoter	YNL199C	GCR2
transcription from RNA polymerase II promoter	YNL206C	RTT106
transcription from RNA polymerase II promoter	YNL236W	SIN4
transcription from RNA polymerase II promoter	YNL278W	CAF120
transcription from RNA polymerase II promoter	YNL288W	CAF40
transcription from RNA polymerase II promoter	YNL298W	CLA4
transcription from RNA polymerase II promoter	YNL309W	STB1
transcription from RNA polymerase II promoter	YNL330C	RPD3
transcription from RNA polymerase II promoter	YNR010W	CSE2
transcription from RNA polymerase II promoter	YOL001W	PHO80
transcription from RNA polymerase II promoter	YOL004W	SIN3
transcription from RNA polymerase II promoter	YOL006C	TOP1
transcription from RNA polymerase II promoter	YOL012C	HTZ1
transcription from RNA polymerase II promoter	YOL067C	RTG1
transcription from RNA polymerase II promoter	YOL108C	INO4
transcription from RNA polymerase II promoter	YOL116W	MSN1
transcription from RNA polymerase II promoter	YOR038C	HIR2
transcription from RNA polymerase II promoter	YOR047C	STD1
transcription from RNA polymerase II promoter	YOR064C	YNG1
transcription from RNA polymerase II promoter	YOR113W	AZF1
transcription from RNA polymerase II promoter	YOR123C	LEO1
transcription from RNA polymerase II promoter	YOR140W	SFL1
transcription from RNA polymerase II promoter	YOR179C	SYC1
transcription from RNA polymerase II promoter	YOR298C-A	MBF1
transcription from RNA polymerase II promoter	YOR304W	ISW2
transcription from RNA polymerase II promoter	YOR358W	HAP5
transcription from RNA polymerase II promoter	YPL047W	SGF11
transcription from RNA polymerase II promoter	YPL086C	ELP3
transcription from RNA polymerase II promoter	YPL089C	RLM1
transcription from RNA polymerase II promoter	YPL101W	ELP4
transcription from RNA polymerase II promoter	YPL116W	HOS3
transcription from RNA polymerase II promoter	YPL139C	UME1
transcription from RNA polymerase II promoter	YPL177C	CUP9
transcription from RNA polymerase II promoter	YPL248C	GAL4
transcription from RNA polymerase II promoter	YPL254W	HFI1
transcription from RNA polymerase II promoter	YPR009W	SUT2
transcription from RNA polymerase II promoter	YPR023C	EAF3
transcription from RNA polymerase II promoter	YPR030W	CSR2
transcription from RNA polymerase II promoter	YPR052C	NHP6A
transcription from RNA polymerase II promoter	YPR065W	ROX1
transcription from RNA polymerase II promoter	YPR068C	HOS1
transcription from RNA polymerase II promoter	YPR070W	MED1
RNA binding	YBL024W	NCL1
RNA binding	YBL032W	HEK2
RNA binding	YBL051C	PIN4
RNA binding	YBR119W	MUD1
RNA binding	YBR212W	NGR1
RNA binding	YBR238C	YBR238C
RNA binding	YCL011C	GBP2
RNA binding	YCL037C	SRO9
RNA binding	YCR031C	RPS14A
RNA binding	YCR077C	PAT1
RNA binding	YDL051W	LHP1
RNA binding	YDL175C	AIR2
RNA binding	YDL185W	VMA1
RNA binding	YDL213C	NOP6
RNA binding	YDL224C	WHI4
RNA binding	YDR155C	CPR1
RNA binding	YDR293C	SSD1
RNA binding	YDR312W	SSF2
RNA binding	YDR378C	LSM6
RNA binding	YDR385W	EFT2
RNA binding	YDR496C	PUF6
RNA binding	YDR505C	PSP1
RNA binding	YEL015W	EDC3
RNA binding	YER072W	VTC1
RNA binding	YER151C	UBP3
RNA binding	YER155C	BEM2
RNA binding	YGL014W	PUF4
RNA binding	YGL031C	RPL24A
RNA binding	YGL049C	TIF4632
RNA binding	YGL105W	ARC1
RNA binding	YGL173C	XRN1
RNA binding	YGL211W	NCS6
RNA binding	YGL232W	TAN1
RNA binding	YGL244W	RTF1
RNA binding	YGR054W	YGR054W
RNA binding	YGR072W	UPF3
RNA binding	YGR178C	PBP1
RNA binding	YHR066W	SSF1
RNA binding	YHR081W	LRP1
RNA binding	YHR082C	KSP1
RNA binding	YHR086W	NAM8
RNA binding	YHR187W	IKI1
RNA binding	YIL133C	RPL16A
RNA binding	YIR001C	SGN1
RNA binding	YJL124C	LSM1
RNA binding	YJL138C	TIF2
RNA binding	YJL140W	RPB4
RNA binding	YKL009W	MRT4
RNA binding	YKL025C	PAN3
RNA binding	YKL074C	MUD2
RNA binding	YKL081W	TEF4
RNA binding	YKL204W	EAP1
RNA binding	YKL205W	LOS1
RNA binding	YKR059W	TIF1
RNA binding	YKR095W	MLP1
RNA binding	YLL024C	SSA2
RNA binding	YLR401C	DUS3
RNA binding	YML017W	PSP2
RNA binding	YML117W	NAB6
RNA binding	YMR080C	NAM7
RNA binding	YMR106C	YKU80
RNA binding	YMR121C	RPL15B
RNA binding	YMR205C	PFK2
RNA binding	YMR284W	YKU70
RNA binding	YMR312W	ELP6
RNA binding	YNL016W	PUB1
RNA binding	YNL147W	LSM7
RNA binding	YNL197C	WHI3
RNA binding	YNL253W	TEX1
RNA binding	YNL255C	GIS2
RNA binding	YNR051C	BRE5
RNA binding	YOL041C	NOP12
RNA binding	YOL115W	PAP2
RNA binding	YOR027W	STI1
RNA binding	YOR078W	BUD21
RNA binding	YOR112W	CEX1
RNA binding	YOR123C	LEO1
RNA binding	YOR179C	SYC1
RNA binding	YPL101W	ELP4
RNA binding	YPL119C	DBP1
RNA binding	YPL184C	MRN1
RNA binding	YPL212C	PUS1
RNA binding	YPL226W	NEW1
RNA binding	YPR057W	BRR1
RNA binding	YPR129W	SCD6
mRNA processing	YBR065C	ECM2
mRNA processing	YBR119W	MUD1
mRNA processing	YCR063W	BUD31
mRNA processing	YDR159W	SAC3
mRNA processing	YDR163W	CWC15
mRNA processing	YDR289C	RTT103
mRNA processing	YDR378C	LSM6
mRNA processing	YDR482C	CWC21
mRNA processing	YER032W	FIR1
mRNA processing	YGL043W	DST1
mRNA processing	YGL174W	BUD13
mRNA processing	YGL244W	RTF1
mRNA processing	YGR129W	SYF2
mRNA processing	YGR178C	PBP1
mRNA processing	YHR030C	SLT2
mRNA processing	YHR086W	NAM8
mRNA processing	YIL131C	FKH1
mRNA processing	YIR005W	IST3
mRNA processing	YJL140W	RPB4
mRNA processing	YJR084W	YJR084W
mRNA processing	YKL074C	MUD2
mRNA processing	YKL139W	CTK1
mRNA processing	YKL149C	DBR1
mRNA processing	YKL208W	CBT1
mRNA processing	YLR418C	CDC73
mRNA processing	YML029W	USA1
mRNA processing	YMR216C	SKY1
mRNA processing	YNL147W	LSM7
mRNA processing	YNL224C	SQS1
mRNA processing	YOR308C	SNU66
mRNA processing	YPL184C	MRN1
mRNA processing	YPL213W	LEA1
mRNA processing	YPR045C	THP3
mRNA processing	YPR057W	BRR1
hydrolase activity	YAL019W	FUN30
hydrolase activity	YAL021C	CCR4
hydrolase activity	YAL026C	DRS2
hydrolase activity	YAL048C	GEM1
hydrolase activity	YBL067C	UBP13
hydrolase activity	YBL075C	SSA3
hydrolase activity	YBR022W	POA1
hydrolase activity	YBR025C	OLA1
hydrolase activity	YBR058C	UBP14
hydrolase activity	YBR073W	RDH54
hydrolase activity	YBR093C	PHO5
hydrolase activity	YBR095C	RXT2
hydrolase activity	YBR098W	MMS4
hydrolase activity	YBR114W	RAD16
hydrolase activity	YBR125C	PTC4
hydrolase activity	YBR164C	ARL1
hydrolase activity	YBR186W	PCH2
hydrolase activity	YBR223C	TDP1
hydrolase activity	YBR228W	SLX1
hydrolase activity	YBR229C	ROT2
hydrolase activity	YBR245C	ISW1
hydrolase activity	YBR281C	DUG2
hydrolase activity	YBR286W	APE3
hydrolase activity	YBR289W	SNF5
hydrolase activity	YBR295W	PCA1
hydrolase activity	YCL050C	APA1
hydrolase activity	YCR026C	NPP1
hydrolase activity	YCR027C	RHB1
hydrolase activity	YCR066W	RAD18
hydrolase activity	YDL006W	PTC1
hydrolase activity	YDL100C	GET3
hydrolase activity	YDL122W	UBP1
hydrolase activity	YDL125C	HNT1
hydrolase activity	YDL134C	PPH21
hydrolase activity	YDL175C	AIR2
hydrolase activity	YDL185W	VMA1
hydrolase activity	YDL188C	PPH22
hydrolase activity	YDL192W	ARF1
hydrolase activity	YDL230W	PTP1
hydrolase activity	YDR004W	RAD57
hydrolase activity	YDR049W	VMS1
hydrolase activity	YDR069C	DOA4
hydrolase activity	YDR073W	SNF11
hydrolase activity	YDR074W	TPS2
hydrolase activity	YDR075W	PPH3
hydrolase activity	YDR076W	RAD55
hydrolase activity	YDR097C	MSH6
hydrolase activity	YDR144C	MKC7
hydrolase activity	YDR191W	HST4
hydrolase activity	YDR221W	GTB1
hydrolase activity	YDR279W	RNH202
hydrolase activity	YDR332W	IRC3
hydrolase activity	YDR386W	MUS81
hydrolase activity	YDR424C	DYN2
hydrolase activity	YDR488C	PAC11
hydrolase activity	YEL031W	SPF1
hydrolase activity	YEL037C	RAD23
hydrolase activity	YEL042W	GDA1
hydrolase activity	YEL060C	PRB1
hydrolase activity	YEL061C	CIN8
hydrolase activity	YER005W	YND1
hydrolase activity	YER019W	ISC1
hydrolase activity	YER020W	GPA2
hydrolase activity	YER031C	YPT31
hydrolase activity	YER075C	PTP3
hydrolase activity	YER089C	PTC2
hydrolase activity	YER095W	RAD51
hydrolase activity	YER098W	UBP9
hydrolase activity	YER139C	RTR1
hydrolase activity	YER144C	UBP5
hydrolase activity	YER151C	UBP3
hydrolase activity	YER164W	CHD1
hydrolase activity	YER166W	DNF1
hydrolase activity	YER173W	RAD24
hydrolase activity	YFL025C	BST1
hydrolase activity	YFL049W	SWP82
hydrolase activity	YFR009W	GCN20
hydrolase activity	YFR010W	UBP6
hydrolase activity	YFR013W	IOC3
hydrolase activity	YGL027C	CWH41
hydrolase activity	YGL028C	SCW11
hydrolase activity	YGL058W	RAD6
hydrolase activity	YGL067W	NPY1
hydrolase activity	YGL078C	DBP3
hydrolase activity	YGL163C	RAD54
hydrolase activity	YGL167C	PMR1
hydrolase activity	YGL173C	XRN1
hydrolase activity	YGL175C	SAE2
hydrolase activity	YGL194C	HOS2
hydrolase activity	YGL203C	KEX1
hydrolase activity	YGL216W	KIP3
hydrolase activity	YGR056W	RSC1
hydrolase activity	YGR101W	PCP1
hydrolase activity	YGR123C	PPT1
hydrolase activity	YGR203W	YCH1
hydrolase activity	YGR208W	SER2
hydrolase activity	YGR275W	RTT102
hydrolase activity	YHL025W	SNF6
hydrolase activity	YHR004C	NEM1
hydrolase activity	YHR031C	RRM3
hydrolase activity	YHR079C	IRE1
hydrolase activity	YHR134W	WSS1
hydrolase activity	YHR187W	IKI1
hydrolase activity	YHR189W	PTH1
hydrolase activity	YHR204W	MNL1
hydrolase activity	YIL002C	INP51
hydrolase activity	YIL084C	SDS3
hydrolase activity	YIL156W	UBP7
hydrolase activity	YIR002C	MPH1
hydrolase activity	YJL092W	SRS2
hydrolase activity	YJL134W	LCB3
hydrolase activity	YJL138C	TIF2
hydrolase activity	YJL176C	SWI3
hydrolase activity	YJL197W	UBP12
hydrolase activity	YJL208C	NUC1
hydrolase activity	YJR035W	RAD26
hydrolase activity	YJR043C	POL32
hydrolase activity	YJR052W	RAD7
hydrolase activity	YJR069C	HAM1
hydrolase activity	YJR117W	STE24
hydrolase activity	YJR131W	MNS1
hydrolase activity	YKL025C	PAN3
hydrolase activity	YKL079W	SMY1
hydrolase activity	YKL113C	RAD27
hydrolase activity	YKL140W	TGL1
hydrolase activity	YKL149C	DBR1
hydrolase activity	YKL190W	CNB1
hydrolase activity	YKL197C	PEX1
hydrolase activity	YKL212W	SAC1
hydrolase activity	YKR001C	VPS1
hydrolase activity	YKR024C	DBP7
hydrolase activity	YKR043C	SHB17
hydrolase activity	YKR054C	DYN1
hydrolase activity	YKR055W	RHO4
hydrolase activity	YKR059W	TIF1
hydrolase activity	YKR098C	UBP11
hydrolase activity	YKR103W	NFT1
hydrolase activity	YLL001W	DNM1
hydrolase activity	YLL024C	SSA2
hydrolase activity	YLR032W	RAD5
hydrolase activity	YLR095C	IOC2
hydrolase activity	YLR135W	SLX4
hydrolase activity	YLR154C	RNH203
hydrolase activity	YML001W	YPT7
hydrolase activity	YML016C	PPZ1
hydrolase activity	YML035C	AMD1
hydrolase activity	YML055W	SPC2
hydrolase activity	YML057W	CMP2
hydrolase activity	YML059C	NTE1
hydrolase activity	YML095C	RAD10
hydrolase activity	YML100W	TSL1
hydrolase activity	YML121W	GTR1
hydrolase activity	YMR035W	IMP2
hydrolase activity	YMR036C	MIH1
hydrolase activity	YMR054W	STV1
hydrolase activity	YMR080C	NAM7
hydrolase activity	YMR109W	MYO5
hydrolase activity	YMR154C	RIM13
hydrolase activity	YMR186W	HSC82
hydrolase activity	YMR190C	SGS1
hydrolase activity	YMR198W	CIK1
hydrolase activity	YMR223W	UBP8
hydrolase activity	YMR224C	MRE11
hydrolase activity	YMR263W	SAP30
hydrolase activity	YMR274C	RCE1
hydrolase activity	YMR285C	NGL2
hydrolase activity	YMR299C	DYN3
hydrolase activity	YMR304W	UBP15
hydrolase activity	YMR312W	ELP6
hydrolase activity	YNL021W	HDA1
hydrolase activity	YNL032W	SIW14
hydrolase activity	YNL053W	MSG5
hydrolase activity	YNL072W	RNH201
hydrolase activity	YNL082W	PMS1
hydrolase activity	YNL098C	RAS2
hydrolase activity	YNL099C	OCA1
hydrolase activity	YNL106C	INP52
hydrolase activity	YNL218W	MGS1
hydrolase activity	YNL238W	KEX2
hydrolase activity	YNL323W	LEM3
hydrolase activity	YNL325C	FIG4
hydrolase activity	YNL329C	PEX6
hydrolase activity	YNL330C	RPD3
hydrolase activity	YNR032W	PPG1
hydrolase activity	YOL011W	PLB3
hydrolase activity	YOL064C	MET22
hydrolase activity	YOL065C	INP54
hydrolase activity	YOL068C	HST1
hydrolase activity	YOL080C	REX4
hydrolase activity	YOL090W	MSH2
hydrolase activity	YOL115W	PAP2
hydrolase activity	YOR001W	RRP6
hydrolase activity	YOR025W	HST3
hydrolase activity	YOR033C	EXO1
hydrolase activity	YOR089C	VPS21
hydrolase activity	YOR101W	RAS1
hydrolase activity	YOR109W	INP53
hydrolase activity	YOR124C	UBP2
hydrolase activity	YOR165W	SEY1
hydrolase activity	YOR191W	ULS1
hydrolase activity	YOR208W	PTP2
hydrolase activity	YOR304W	ISW2
hydrolase activity	YOR330C	MIP1
hydrolase activity	YOR360C	PDE2
hydrolase activity	YPL008W	CHL1
hydrolase activity	YPL022W	RAD1
hydrolase activity	YPL051W	ARL3
hydrolase activity	YPL072W	UBP16
hydrolase activity	YPL101W	ELP4
hydrolase activity	YPL116W	HOS3
hydrolase activity	YPL119C	DBP1
hydrolase activity	YPL155C	KIP2
hydrolase activity	YPL226W	NEW1
hydrolase activity	YPR024W	YME1
hydrolase activity	YPR068C	HOS1
hydrolase activity	YPR141C	KAR3
hydrolase activity	YPR173C	VPS4
regulation of cell cycle	YAL021C	CCR4
regulation of cell cycle	YAL024C	LTE1
regulation of cell cycle	YAL040C	CLN3
regulation of cell cycle	YAR014C	BUD14
regulation of cell cycle	YBL046W	PSY4
regulation of cell cycle	YBL047C	EDE1
regulation of cell cycle	YBL051C	PIN4
regulation of cell cycle	YBR098W	MMS4
regulation of cell cycle	YBR103W	SIF2
regulation of cell cycle	YBR156C	SLI15
regulation of cell cycle	YBR175W	SWD3
regulation of cell cycle	YBR186W	PCH2
regulation of cell cycle	YBR274W	CHK1
regulation of cell cycle	YCL061C	MRC1
regulation of cell cycle	YDL074C	BRE1
regulation of cell cycle	YDL089W	NUR1
regulation of cell cycle	YDL134C	PPH21
regulation of cell cycle	YDL155W	CLB3
regulation of cell cycle	YDL188C	PPH22
regulation of cell cycle	YDL194W	SNF3
regulation of cell cycle	YDR014W	RAD61
regulation of cell cycle	YDR075W	PPH3
regulation of cell cycle	YDR099W	BMH2
regulation of cell cycle	YDR155C	CPR1
regulation of cell cycle	YDR207C	UME6
regulation of cell cycle	YDR217C	RAD9
regulation of cell cycle	YDR254W	CHL4
regulation of cell cycle	YDR260C	SWM1
regulation of cell cycle	YDR318W	MCM21
regulation of cell cycle	YDR363W	ESC2
regulation of cell cycle	YDR363W-A	SEM1
regulation of cell cycle	YDR440W	DOT1
regulation of cell cycle	YER016W	BIM1
regulation of cell cycle	YER089C	PTC2
regulation of cell cycle	YER167W	BCK2
regulation of cell cycle	YER173W	RAD24
regulation of cell cycle	YER177W	BMH1
regulation of cell cycle	YFL033C	RIM15
regulation of cell cycle	YGL003C	CDH1
regulation of cell cycle	YGL058W	RAD6
regulation of cell cycle	YGL086W	MAD1
regulation of cell cycle	YGL173C	XRN1
regulation of cell cycle	YGL194C	HOS2
regulation of cell cycle	YGL216W	KIP3
regulation of cell cycle	YGR092W	DBF2
regulation of cell cycle	YGR108W	CLB1
regulation of cell cycle	YGR109C	CLB6
regulation of cell cycle	YGR188C	BUB1
regulation of cell cycle	YGR229C	SMI1
regulation of cell cycle	YHL027W	RIM101
regulation of cell cycle	YHR030C	SLT2
regulation of cell cycle	YHR115C	DMA1
regulation of cell cycle	YHR129C	ARP1
regulation of cell cycle	YHR154W	RTT107
regulation of cell cycle	YHR158C	KEL1
regulation of cell cycle	YIL112W	HOS4
regulation of cell cycle	YIL131C	FKH1
regulation of cell cycle	YJL013C	MAD3
regulation of cell cycle	YJL030W	MAD2
regulation of cell cycle	YJL047C	RTT101
regulation of cell cycle	YJL157C	FAR1
regulation of cell cycle	YJL168C	SET2
regulation of cell cycle	YJL187C	SWE1
regulation of cell cycle	YJR053W	BFA1
regulation of cell cycle	YJR066W	TOR1
regulation of cell cycle	YJR090C	GRR1
regulation of cell cycle	YJR094C	IME1
regulation of cell cycle	YKL092C	BUD2
regulation of cell cycle	YKL101W	HSL1
regulation of cell cycle	YKL185W	ASH1
regulation of cell cycle	YKR029C	SET3
regulation of cell cycle	YKR072C	SIS2
regulation of cell cycle	YLR079W	SIC1
regulation of cell cycle	YLR113W	HOG1
regulation of cell cycle	YLR135W	SLX4
regulation of cell cycle	YLR182W	SWI6
regulation of cell cycle	YML028W	TSA1
regulation of cell cycle	YMR036C	MIH1
regulation of cell cycle	YMR039C	SUB1
regulation of cell cycle	YMR048W	CSM3
regulation of cell cycle	YMR055C	BUB2
regulation of cell cycle	YMR092C	AIP1
regulation of cell cycle	YMR153W	NUP53
regulation of cell cycle	YMR190C	SGS1
regulation of cell cycle	YMR198W	CIK1
regulation of cell cycle	YMR199W	CLN1
regulation of cell cycle	YMR273C	ZDS1
regulation of cell cycle	YNL031C	HHT2
regulation of cell cycle	YNL068C	FKH2
regulation of cell cycle	YNL116W	DMA2
regulation of cell cycle	YNL201C	PSY2
regulation of cell cycle	YNL231C	PDR16
regulation of cell cycle	YNL273W	TOF1
regulation of cell cycle	YNL298W	CLA4
regulation of cell cycle	YNL330C	RPD3
regulation of cell cycle	YOL001W	PHO80
regulation of cell cycle	YOR014W	RTS1
regulation of cell cycle	YOR026W	BUB3
regulation of cell cycle	YOR178C	GAC1
regulation of cell cycle	YOR195W	SLK19
regulation of cell cycle	YOR233W	KIN4
regulation of cell cycle	YOR368W	RAD17
regulation of cell cycle	YPL017C	IRC15
regulation of cell cycle	YPL018W	CTF19
regulation of cell cycle	YPL138C	SPP1
regulation of cell cycle	YPL139C	UME1
regulation of cell cycle	YPL194W	DDC1
